1,1,true,안녕? 우리는 민들레씨야. 숲 밖으로 날아가보고 싶은데 너무 무서워서 용기가 안나...
2,1,true,하루에 30분씩 창문을 열어 두고 날아갈 연습을 하면 나아질 수 있을 것 같아.
3,1,true,우리가 용기를 낼 수 있게 (username)토리가 도와주겠니?
4,1,false,(username)토리야.
5,1,false,오늘은 창문 밖으로 날아가는 새를 봤어.
6,1,false,우리도 그렇게 날아볼 수 있겠지?
7,1,false,네가 응원해준 덕에 힘이 나는 것 같아.
8,2,false,(username)토리야! 그거 알아?
9,2,false,우리 중에 씨앗 하나가 오늘 비행에 성공했어!
10,2,false,바람을 타고 날아오르는 모습이 정말 멋진 거 있지?
11,2,false,우리도 왠지... 내일이면 날아갈 용기가 생길 것 같아.
12,2,false,다 (username)토리 덕분이야!
13,3,false,(username)토리야
14,3,false,우리는 이제 바람을 타고 날아가보려고 해.
15,3,false,네 따뜻한 마음이 나에게 큰 도움이 되었어.
16,3,false,너무 멀리 가지 않을 테니까 걱정 마 :)
17,3,false,아침에 일어나서 창문을 열어두면 우리가 꼭 다시 돌아올게.
18,3,false,정원에서 만나!
19,4,true,안녕 (username)토리야?
20,4,true,난 꿈을 찾고 싶어서 저 멀리 사막에서 여기까지 왔어.
21,4,true,그런데 말이야, 막상 도착했는데도 내가 뭘 좋아하는지 조차 잘 모르겠는 거 있지?
22,4,true,나와 함께 꿈을 찾아주지 않을래?
23,4,false,룰루~ 어쩌면 나는 음악만큼이나 춤을 좋아하는 것 같아.
24,4,false,기분이 좋으면 이렇게 몸이 들썩거리니깐 말이야.
25,4,false,오늘은 (username)토리
26,4,false,너를 만나서 기분이 좋아.(들썩들썩)
27,5,false,(username)토리야!
28,5,false,나 오늘 멋진 상상을 했어.
29,5,false,무대 위에서 너와 함께 춤을 추는 상상이었어.
30,5,false,언젠가 나의 가시와 너의 손이 맞닿을 수 있는 날이 오겠지?
31,6,false,(username)토리야!
32,6,false,나 좋아하는 것을 찾았어. 바로 너야!
33,6,false,너를 만난 날들이 나에겐 정말 큰 즐거움이었어.
34,6,false,언제나 나를 찾아와줘. 정원에서 기다리고 있을게.
35,7,true,(username)토리야 안녕!
36,7,true,여행가고 싶은 곳을 생각해 본 적 있어?
37,7,true,나는 바다라는 곳을 직접 보러 가고 싶어.
38,7,true,너와 함께 시원한 바닷바람을 맞으면 정말 상쾌할 거야!
39,7,true,만약 여행을 간다면 어디가 좋을지
40,7,false,(username)토리 너도 정해볼래?
41,7,false,(username)토리 네가 여행가고 싶은 곳은 여기였구나! 정말 멋진 곳인 것 같아.
42,7,false,벌써 우리가 그곳으로 여행을 떠나는 날이 기다려지는걸?
43,8,true,(username)토리야.
44,8,true,너는 여행에 가면 어떤 것들을 하고 싶어?
45,8,true,맛있는 음식 먹기? 사진찍기?
46,8,true,음... 나는 다 좋아서 고르기가 어렵네 (헤헤)
47,8,true,우리 오늘은 여행에 가서 무엇을 할지 생각해보자!
48,8,false,(username)토리는 여행을 할 때
49,8,false,이런 걸 좋아하는구나? 잘 기억해둘게.
50,8,false,난 사실 오늘 너와 함께라면 무엇을 하든 행복할 것 같다는 생각을 했어.
51,9,true,와아~! 이제 우리의 여행 계획이 완성되어가고 있어.
52,9,true,뭐가 더 필요할까... 아, 맞다!
53,9,true,(username)토리가 가고 싶은
54,9,true,여행지까지 어떻게 갈 지 알아보자.
55,9,false,(username)토리야
56,9,false,네 덕분에 내가 여행을 잘 준비할 수 있었어.
57,9,false,여행 계획 세우는 일이 이렇게 즐거울 줄이야!
58,9,false,네가 함께 고민해준 덕에 이제 걱정 없이 여행을 떠날 수 있을 것 같아.
59,9,false,(username)토리가 가고 싶은 여행에도 함께 하고 싶어. 꼭 나랑 같이 가기야.
60,9,false,나중에 여행에서 재밌었던 일들도 나와 이야기하자!
61,10,true,안녕 (username)토리,
62,10,true,따뜻함을 나누기 좋은 겨울이야.
63,10,true,누군가의 도움을 받아본 적이 있어? 마치 내 솜처럼 따뜻하더라구.
64,10,true,나도 누군가에게 도움을 주고 싶어!
65,10,true,'1365 포털'을 통해 봉사활동을 신청할 수 있다는데 같이 해볼래?
66,10,true,어떤 봉사활동을 하고 싶은지 찾아보고 신청까지 해보자.
67,10,false,와, 정말 멋진 봉사활동을 찾았는걸?
68,10,false,(username)토리 네가 참여한다면
69,10,false,분명 큰 도움이 될 거야.
70,10,false,나도 함께할 테니까 봉사활동 하는 날 아침에 다시 만나자!
71,11,true,(username)토리 오늘 드디어 봉사활동을 하는 날이야!
72,11,true,다른 사람들을 돕는 일에 참여한다니 어제 너무 설레서 심장이 두근거렸어.
73,11,true,우리의 따뜻한 마음과 노력들이 많이 전해졌으면 좋겠다.
74,11,true,그럼 다녀와서 어땠는지 이야기 나눠보자.
75,11,false,정말 열심히 하던걸 (username)토리?
76,11,false,옆에서 지켜보면서 감탄했어.
77,11,false,상상했던 것 보다 봉사활동은 더 즐거운 일인 것 같아.
78,11,false,오늘은 열심히 일했으니 푹 쉬고 내일 보자. (username)토리
79,12,true,(username)토리, 그거 알아?
80,12,true,봉사활동을 하면 인증서가 나온대.
81,12,true,어떤 봉사활동인지 몇 시간이나 했는지 적혀있다고 하더라구.
82,12,true,나랑 같이 찾아보지 않을래? 뿌듯할 것 같아!
83,12,false,나랑 같이 봉사활동을 하면서 어땠어 (username)토리?
84,12,false,난 네 덕분에 누군가에게 도움을 주느 뜻깊은 경험을 할 수 있었어.
85,12,false,왠지 내가 한층 더 멋진 목화나무가 된 기분이 들어!
86,12,false,(username)토리가 또 봉사활동을 하게 된다면 나도 언제나 함께 할게.
87,13,false,blank
